,pianist,track,duration,album,composition,setting,split
1140,Kenny Barron,jtd/barronk-allgodschildren-drummondrrileyb-1990-8b77c067,159.81901041666666,Kenny Barron (The Only One),all gods children,trio,train
1141,Hank Jones,jtd/jonesh-scrapplefromtheapple-mrazgwashingtonk-1991-56f2b4cf,112.99088541666666,Hank Jones (Hank Jones Trio),i got rhythm,trio,train
1142,Bill Evans,jtd/evansb-baublesbanglesandbeads-gomezedejohnettej-1967-092c4620,79.98958333333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),baubles bangles and beads,trio,train
1143,Abdullah Ibrahim,jtd/ibrahima-monkinharlem-mclaurinemgrayg-1996-acf05be8,139.98958333333331,Abdullah Ibrahim (Cape Town Flowers),monk in harlem,trio,train
1144,Bill Evans,jtd/evansb-veryearly-gomezedejohnettej-1967-7fe01c10,98.93880208333333,Bill Evans (Some Other Time The Lost Session From the Black Forest),very early,trio,train
1145,Hank Jones,jtd/jonesh-theresasmallhotel-eckingeribongk-1977-4197b08b,119.98958333333333,Hank Jones (Have You Met This Jones),theres a small hotel,trio,train
1146,Keith Jarrett,jtd/jarrettk-bopbe-hadencmotianp-1975-1591049e,237.86979166666666,Keith Jarrett (The Impulse Story),bopbe,trio,train
1147,Bill Evans,jtd/evansb-five-johnsonmlabarberaj-1980-33e402fe,38.908854166666664,Bill Evans (The Last Waltz),five,trio,train
1148,Kenny Barron,jtd/barronk-embraceableyoutake2-reidrwaitsf-1984-cf648aa2,178.88932291666666,Kenny Barron (New York Attitude),embraceable you,trio,train
1149,Oscar Peterson,jtd/petersono-bagsgroove-brownrthigpene-1964-6c994182,152.5,Oscar Peterson (In Tokyo 1964),bags groove,trio,train
1150,Bill Evans,jtd/evansb-sugarplum-gomezemorellm-1972-0cfa2d37,102.5,Bill Evans (Momentum),sugarplum,trio,train
1151,Keith Jarrett,jtd/jarrettk-chandra-peacockgmotianp-1992-a0b90ef0,309.9895833333333,Keith Jarrett (At the Deer Head Inn),chandra,trio,train
1152,Cedar Walton,jtd/brownr-sistersadie-waltoncjonese-1977-f5293ebf,88.68880208333333,Cedar Walton (Something for Lester),sister sadie,trio,train
1153,Bill Evans,jtd/evansb-woodynyoutake1-chamberspjoep-1958-bb20f7bb,132.5,Bill Evans (Peace Piece and Other Pieces),woodyn you,trio,train
1154,Junior Mance,jtd/mancej-thesimplewaltz-carterrrokerm-1962-5ec77275,109.98958333333333,Junior Mance (Happy Time),the simple waltz,trio,train
1155,Hank Jones,jtd/jonesh-thingsaintwhattheyused-drummondrhigginsb-1990-4a0846a7,89.22916666666666,Hank Jones (The Essence),things aint what they used to be,trio,train
1156,Oscar Peterson,jtd/petersono-youngerthanspringtime-brownrthigpene-1965-b0baed54,118.79947916666666,Oscar Peterson (Eloquence),younger than springtime,trio,train
1157,Oscar Peterson,jtd/petersono-betterlucknexttime-brownrthigpene-1961-db8ec00c,249.98958333333331,Oscar Peterson (The London House Sessions),better luck next time,trio,train
1158,Bill Evans,jtd/evansb-wrapyourtroublesindreams-gomezejoep-1966-488da3ef,69.75,Bill Evans (The Complete Bill Evans on Verve),wrap your troubles in dreams,trio,train
1159,Bill Evans,jtd/evansb-gonewiththewind-gomezejoep-1966-3093bf39,97.79947916666666,Bill Evans (The Complete Bill Evans on Verve),gone with the wind,trio,train
1160,John Hicks,jtd/hicksj-emily-drummondrmuhammadi-1990-4bae4e77,159.98958333333331,John Hicks (Is That So),emily,trio,train
1161,Bill Evans,jtd/evansb-ourdelight-koticktmotianp-1958-fc79db91,109.98958333333333,Bill Evans (Sharp Notes),our delight,trio,train
1162,Ahmad Jamal,jtd/jamala-lullabyofbirdland-heardjisraely-1992-8a3fdd08,48.859375,Ahmad Jamal (Chicago Revisited),love me or leave me,trio,train
1163,Gene Harris,jtd/brownr-timeaftertime-harrisghamiltonj-1991-b3e6c985,69.98958333333333,Gene Harris (3 Dimensional),time after time,trio,train
1164,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-3325d107,122.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),like someone in love,trio,train
1165,Oscar Peterson,jtd/petersono-soon-brownrthigpene-1961-84237ead,166.56901041666666,Oscar Peterson (The London House Sessions),soon,trio,train
1166,Bill Evans,jtd/evansb-thesethingscalledchanges-gomezemannes-1966-a08b2f09,39.98958333333333,Bill Evans (The Complete Bill Evans on Verve),these things called changes,trio,train
1167,Junior Mance,jtd/mancej-bluemance-bettskwilliamsj-1994-196327fc,219.66927083333331,Junior Mance (Blue Mance),blue mance,trio,train
1168,Stanley Cowell,jtd/cowells-iconcentrateonyou-mcclurercopelandk-1989-0aeb45db,228.76953125,Stanley Cowell (Sienna),i concentrate on you,trio,train
1169,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1974-18569365,158.6796875,Bill Evans (Live in Europe II),34 skidoo,trio,train
1170,Junior Mance,jtd/mancej-loveforsale-thompsondalleynea-1997-191b3064,189.98958333333331,Junior Mance (Milestones),love for sale,trio,train
1171,Oscar Peterson,jtd/petersono-summertime-brownrthigpene-1960-1ef3a1ba,106.76953125,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),summertime,trio,train
1172,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-45a56209,122.5,Bill Evans (Consecration),like someone in love,trio,train
1173,Bill Evans,jtd/evansb-sweetlovely-lafarosmotianp-1960-95ba28a5,59.98958333333333,Bill Evans (Seven Classic Albums),sweet and lovely,trio,train
1174,Bill Evans,jtd/evansb-emily-gomezemorellm-1975-608bf73e,39.98958333333333,Bill Evans (Lund 1975 Helsinki 1970),emily,trio,train
1175,Hank Jones,jtd/jonesh-cominhomebaby-hollanddcopelandk-1989-44c9d853,119.98958333333333,Hank Jones (The Touch),comin home baby,trio,train
1176,Bill Evans,jtd/evansb-veryearly-gomezemorellm-1969-e8bb252c,45.819010416666664,Bill Evans (A Jazz Hour With Bill Evans Autumn Leaves),very early,trio,train
1177,Oscar Peterson,jtd/petersono-ongreendolphinstreet-brownrthigpene-1961-a574389f,159.98958333333331,Oscar Peterson (The London House Sessions),green dolphin street,trio,train
1178,Hank Jones,jtd/jonesh-intimidation-hollanddcopelandk-1989-c8e7a552,79.98958333333333,Hank Jones (The Touch),intimidation,trio,train
1179,Thelonious Monk,jtd/monkt-aprilinparisalternatetake-rameygblakeya-1949-611e75bd,79.98958333333333,Thelonious Monk (Complete 1947  1952 Blue Note Recordings),april in paris,trio,train
1180,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1968-b823bfb9,59.98958333333333,Bill Evans (Live at Art DLugoffs Top of the Gate),someday my prince will come,trio,train
1181,Kenny Drew,jtd/drewk-eveninginthepark-rstednqueena-1988-11ad5806,107.59895833333333,Kenny Drew (Impressions),evening at the park,trio,train
1182,Ahmad Jamal,jtd/jamala-ongreendolphinstreet-crosbyiperkinsw-1960-e395ced7,104.63932291666666,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),green dolphin street,trio,train
1183,Bill Evans,jtd/evansb-gloriassteptake3-lafarosmotianp-1961-f72a8e95,33.87890625,Bill Evans (The Complete Village Vanguard Recordings 1961),glorias step,trio,train
1184,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1973-a47c25f3,109.98958333333333,Bill Evans (Re Person I Knew),34 skidoo,trio,train
1185,Oscar Peterson,jtd/petersono-closeyoureyes-brownrthigpene-1959-0adbd78a,156.98958333333331,Oscar Peterson (The Jazz Soul of Oscar Peterson),close your eyes,trio,train
1186,Kenny Drew,jtd/drewk-bluesology-rstednqueena-1990-62945f43,179.98958333333331,Kenny Drew (Piano Night),bluesology,trio,train
1187,Tommy Flanagan,jtd/flanagant-woodynyou-bettskdurhamb-1978-238101b0,242.5,Tommy Flanagan (Montreux 77),woodyn you,trio,train
1188,Bill Evans,jtd/evansb-upwiththelark-johnsonmlabarberaj-1980-82382d9c,47.93880208333333,Bill Evans (The Last Waltz),up with the lark,trio,train
1189,Tommy Flanagan,jtd/flanagant-taketheatrain-bettskdurhamb-1975-739531cd,99.98958333333333,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),take the a train,trio,train
1190,Bill Evans,jtd/evansb-minority-jonessjoep-1958-687403fa,118.97916666666666,Bill Evans (Everybody Digs Bill Evans),minority,trio,train
1191,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-1926f12e,116.84895833333333,Bill Evans (The Last Waltz),turn out the stars,trio,train
1192,Hank Jones,jtd/jonesh-reunion-hintonmrosengardenb-1977-9b2ec5e0,119.98958333333333,Hank Jones (The Trio),ill remember april,trio,train
1193,Ahmad Jamal,jtd/jamala-concern-nasserjfournierv-1966-af638c49,149.9296875,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),concern,trio,train
1194,Ahmad Jamal,jtd/jamala-stompinatthesavoy-crosbyifournierv-1958-dddc1bc7,98.93880208333333,Ahmad Jamal (Complete Live at the Spotlite Club 1958),stompin at the savoy,trio,train
1195,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1973-2ff369e4,109.50911458333333,Bill Evans (Live In Paris 1972 Vol 3),34 skidoo,trio,train
1196,Bill Evans,jtd/evansb-tttt-gomezezigmunde-1975-d607c5e4,96.71875,Bill Evans (Complete Fantasy Recordings),twelve tone tune two,trio,train
1197,Oscar Peterson,jtd/petersono-taketheatrain-orstednhannaj-1974-5ad1daf5,69.46875,Oscar Peterson (Oscar Peterson in Russia),take the a train,trio,train
1198,Oscar Peterson,jtd/petersono-scrapplefromtheapple-brownrthigpene-1961-257068ec,168.90885416666666,Oscar Peterson (The London House Sessions),i got rhythm,trio,train
1199,Hank Jones,jtd/jonesh-lovewalkedin-duviviergjacksono-1977-e8cf141c,39.32942708333333,Hank Jones (I Remember You),love walked in,trio,train
1200,John Hicks,jtd/hicksj-auprivave-drummondrsmittym-1993-c74fad19,198.84895833333331,John Hicks (Beyond Expectations),au privave,trio,train
1201,Junior Mance,jtd/mancej-fordancersonly-tanakahwilliamsj-2007-930aa8d9,268.79947916666663,Junior Mance (Live at Caf Loup),for dancers only,trio,train
1202,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1972-5e6c0c55,62.5,Bill Evans (Yesterday I Heard the Rain),someday my prince will come,trio,train
1203,Hank Jones,jtd/jonesh-illrememberapril-hintonmrosengardenb-1977-c11a6c68,122.5,Hank Jones (The Trio),ill remember april,trio,train
1204,Teddy Wilson,jtd/wilsont-oneoclockjump-patrunolsolac-1976-ef5210a9,72.5,Teddy Wilson (Live at Santa Tecla),one oclock jump,trio,train
1205,Tommy Flanagan,jtd/flanagant-threeinone-lundgaardjnashl-1993-a6b29914,133.109375,Tommy Flanagan (Lets Play the Music of Thad Jones),three in one,trio,train
1206,John Hicks,jtd/hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,179.51953125,John Hicks (Some Other Time),with malice toward none,trio,train
1207,Stanley Cowell,jtd/cowells-roundaboutmidnight-thomascthomasw-1993-66ae7207,109.39973958333333,Stanley Cowell (Bright Passion),round midnight,trio,train
1208,Kenny Barron,jtd/barronk-howdeepistheocean-mrazgrileyb-2009-8fe86d72,138.09895833333331,Kenny Barron (Minor Blues),how deep is the ocean,trio,train
1209,Kenny Drew,jtd/drewk-inyourownsweetway-rstedntootiea-1974-64abd69b,105.95963541666666,Kenny Drew (Dark Beauty),in your own sweet way,trio,train
1210,Keith Jarrett,jtd/jarrettk-thesongisyou-peacockgdejohnettej-2001-7fe4a778,189.98958333333331,Keith Jarrett (My Foolish Heart Live at Montreux),the song is you,trio,train
1211,Kenny Barron,jtd/barronk-equinox-kitagawakbladeb-2003-a16abfc3,89.98958333333333,Kenny Barron (Ancestry),equinox,trio,train
1212,McCoy Tyner,jtd/tynerm-bluesback-grimeshhaynesr-1963-0c87c237,162.5,McCoy Tyner (Reaching Fourth),blues back,trio,train
1213,Hank Jones,jtd/jonesh-relaxinwithlee-duviviergrileyb-1977-33043105,129.91927083333331,Hank Jones (Bop Redux  Groovin High),stompin at the savoy,trio,train
1214,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1977-6fe9d497,29.989583333333332,Bill Evans (The Sesjun Radio Shows),my romance,trio,train
1215,Cedar Walton,jtd/waltonc-aroundtheworld-williamsbjonesw-2010-51691254,49.33984375,Cedar Walton (Song of Delilah  The Music of Victor Young),around the world,trio,train
1216,Thelonious Monk,jtd/monkt-introspectiontake3-mckibbonablakeya-1971-f600e250,59.98958333333333,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),introspection,trio,train
1217,Ahmad Jamal,jtd/jamala-volgaboatman-crosbyiperkinsw-1960-9e695715,129.64973958333331,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),volga boatman,trio,train
1218,Oscar Peterson,jtd/petersono-letsfallinlove-jonesshayesl-1966-9f1d71fa,69.56901041666666,Oscar Peterson (Blues Etude),lets fall in love,trio,train
1219,Junior Mance,jtd/mancej-lesterleapsin-thompsondalleynea-1997-bfbe7a50,219.11979166666666,Junior Mance (Milestones),i got rhythm,trio,train
1220,John Hicks,jtd/hicksj-twelvebarsforlinton-dolphindbrooksc-2003-06ad6723,149.98958333333331,John Hicks (Fathas Day An Earl Hines Songbook),twelve bars for linton,trio,train
1221,Bill Evans,jtd/evansb-makesomeonehappy-israelscbunkerl-1966-68b2479f,86.0,Bill Evans (The Complete Bill Evans on Verve),make someone happy,trio,train
1222,Kenny Drew,jtd/drewk-bluesfornica-chamberspjoep-1956-651310bb,139.12890625,Kenny Drew (Kenny Drew Trio),blues for nica,trio,train
1223,Keith Jarrett,jtd/jarrettk-goldenearrings-peacockgdejohnettej-1990-0fa86687,175.89973958333331,Keith Jarrett (The Cure),golden earrings,trio,train
1224,Oscar Peterson,jtd/petersono-bandcall-brownrthigpene-1961-5e1b44be,335.97916666666663,Oscar Peterson (The London House Sessions),band call,trio,train
1225,Kenny Barron,jtd/barronk-bemshaswing-reidrwaitsf-1984-05bc9ae9,199.34895833333331,Kenny Barron (Autumn in New York),bemsha swing,trio,train
1226,Ahmad Jamal,jtd/jamala-angeleyes-crosbyifournierv-1960-707e43ef,79.68880208333333,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),angel eyes,trio,train
1227,Oscar Peterson,jtd/petersono-ithappenedinmonterey-brownrthigpene-1959-53040c03,87.77994791666666,Oscar Peterson (A Jazz Portrait of Frank Sinatra),it happened in monterey,trio,train
1228,McCoy Tyner,jtd/tynerm-elvinsirjones-carterrjonese-1975-3b3e9fe5,128.80989583333331,McCoy Tyner (Trident),elvin sir jones,trio,train
1229,Kenny Barron,jtd/barronk-hushabye-mrazgrileyb-2009-c8b0af9e,142.5,Kenny Barron (Minor Blues),hushabye,trio,train
1230,Oscar Peterson,jtd/petersono-tilltomororow-brownrthigpene-1960-cd0b9f12,75.94921875,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),till tomororow,trio,train
1231,Stanley Cowell,jtd/cowells-stellabystarlight-thomascthomasw-1993-6e5a304e,109.98958333333333,Stanley Cowell (Live at Copenhagen Jazz House),stella by starlight,trio,train
1232,Bill Evans,jtd/evansb-emily-gomezemorellm-1968-f9fa0f9b,39.4296875,Bill Evans (Live at Art DLugoffs Top of the Gate),emily,trio,train
1233,Stanley Cowell,jtd/cowells-anthropology-thomascthomasw-1993-2d0fecd1,259.9895833333333,Stanley Cowell (Live at Copenhagen Jazz House),anthropology,trio,train
1234,John Hicks,jtd/hicksj-sonnyscrib-dolphindbrooksc-2001-11f31642,109.98958333333333,John Hicks (Music in the Key of Clark),sonnys crib,trio,train
1235,Bill Evans,jtd/evansb-wrapyourtroublesindreams-gomezejoep-1967-3b4016de,102.5,Bill Evans (California Here I Come),wrap your troubles in dreams,trio,train
1236,Bill Evans,jtd/evansb-californiahereicome-gomezemorellm-1969-a6876f57,39.98958333333333,Bill Evans (Jazzhouse),california here i come,trio,train
1237,Bill Evans,jtd/evansb-daysofwineandroses-johnsonmlabarberaj-1980-64b904d5,106.86979166666666,Bill Evans (Consecration),days of wine roses,trio,train
1238,Oscar Peterson,jtd/petersono-tangerine-brownrthigpene-1962-be6b0367,95.00911458333333,Oscar Peterson (In Tokyo 1964),tangerine,trio,train
1239,Keith Jarrett,jtd/jarrettk-ifishouldloseyou-peacockgdejohnettej-1983-5a9ff1b2,239.15885416666666,Keith Jarrett (Setting Standards New York Sessions),if i should lose you,trio,train
1240,Ahmad Jamal,jtd/jamala-whispernot-nasserjgantf-1966-b994fb0a,82.5,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),whisper not,trio,train
1241,Oscar Peterson,jtd/petersono-themaidensofcadiz-brownrthigpene-1959-6715b171,149.98958333333331,Oscar Peterson (The Jazz Soul of Oscar Peterson),the maidens of cadiz,trio,train
1242,Oscar Peterson,jtd/petersono-whendidifallin-brownrthigpene-1960-d27d7e03,117.96744791666666,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),when did i fall in love,trio,train
1243,Gene Harris,jtd/brownr-summerwind-harrisghamiltonj-1988-795e7a73,58.00911458333333,Gene Harris (Live at the Loa  Summer Wind),summer wind,trio,train
1244,McCoy Tyner,jtd/tynerm-darnthatdream-sharpeascotta-1989-6cc187a8,119.98958333333333,McCoy Tyner (Live at Sweet Basil),darn that dream,trio,train
1245,Ahmad Jamal,jtd/jamala-broadway-crosbyifournierv-1961-3adb2125,221.32942708333331,Ahmad Jamal (Ahmad Jamals Alhambra),broadway,trio,train
1246,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-20bf2e0f,79.98958333333333,Bill Evans (Consecration),like someone in love,trio,train
1247,Oscar Peterson,jtd/petersono-billyboy-brownrthigpene-1961-8654ea29,29.989583333333332,Oscar Peterson (The London House Sessions),billy boy,trio,train
1248,Kenny Barron,jtd/barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,79.98958333333333,Kenny Barron (Book of Intuition),shuffle boil,trio,train
1249,Bill Evans,jtd/evansb-veryearly-gomezemorellm-1972-ba030db7,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 2),very early,trio,train
1250,Bill Evans,jtd/evansb-whocaniturnto-gomezemorellm-1969-59fa2d47,36.889322916666664,Bill Evans (Youre Gonna Hear From Me),who can i turn to,trio,train
1251,Kenny Barron,jtd/barronk-minority-reidrlewisv-1991-a24db33e,227.45963541666666,Kenny Barron (The Moment),minority,trio,train
1252,Kenny Barron,jtd/barronk-youdontknowwhatlove-drummondrrileyb-1996-15956096,379.9895833333333,Kenny Barron (The Perfect Set),you dont know what love is,trio,train
1253,Tommy Flanagan,jtd/flanagant-groovinhigh-bettsksmithj-1977-fd6e8116,179.98958333333331,Tommy Flanagan (Something Borrowed Something Blue),whispering,trio,train
1254,Hank Jones,jtd/hollandd-traneconnections-joneshhigginsb-1989-a13fb393,89.98958333333333,Hank Jones (The Oracle),trane connections,trio,train
1255,Geri Allen,jtd/hollandd-danceoftheinfidels-allengdejohnettej-2004-1b0eab4b,148.79947916666666,Geri Allen (The Life of a Song),dance of the infidels,trio,train
1256,Oscar Peterson,jtd/petersono-somethingscoming-brownrthigpene-1960-1506b02a,69.98958333333333,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),somethings coming,trio,train
1257,Keith Jarrett,jtd/jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,237.77994791666666,Keith Jarrett (Somewhere),between the devil and the deep blue sea,trio,train
1258,Bill Evans,jtd/evansb-upwiththelark-johnsonmlabarberaj-1980-33282cd0,42.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),up with the lark,trio,train
1259,Oscar Peterson,jtd/petersono-billyboyalternatetake-brownrthigpene-1961-56c1a562,46.23958333333333,Oscar Peterson (The London House Sessions),billy boy,trio,train
1260,Ahmad Jamal,jtd/jamala-bemylove-heardjisraely-1992-9b0cd1ef,79.68880208333333,Ahmad Jamal (Chicago Revisited),be my love,trio,train
1261,Bill Evans,jtd/evansb-yetneverbroken-johnsonmlabarberaj-1980-b66ce6de,80.75911458333333,Bill Evans (His Last Concert in Germany),yet neer broken,trio,train
1262,Bill Evans,jtd/evansb-loveisheretostay-israelscbunkerl-1961-08fcb597,79.97916666666666,Bill Evans (The Complete Riverside Recordings),love is here to stay,trio,train
