,pianist,track,duration,album,composition,setting,split
1169,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1973-a47c25f3,109.98958333333333,Bill Evans (Re Person I Knew),34 skidoo,trio,train
1170,Oscar Peterson,jtd/petersono-closeyoureyes-brownrthigpene-1959-0adbd78a,156.98958333333331,Oscar Peterson (The Jazz Soul of Oscar Peterson),close your eyes,trio,train
1171,Keith Jarrett,jtd/jarrettk-illseeyouagain-peacockgdejohnettej-1998-3446ad84,149.98958333333331,Keith Jarrett (After the Fall),ill see you again,trio,train
1172,Kenny Drew,jtd/drewk-bluesology-rstednqueena-1990-62945f43,179.98958333333331,Kenny Drew (Piano Night),bluesology,trio,train
1173,Tommy Flanagan,jtd/flanagant-woodynyou-bettskdurhamb-1978-238101b0,242.5,Tommy Flanagan (Montreux 77),woodyn you,trio,train
1174,Cedar Walton,jtd/waltonc-stthomas-williamsdhigginsb-1992-313a2f3a,159.66927083333331,Cedar Walton (Manhattan Afternoon),st thomas,trio,train
1175,Bill Evans,jtd/evansb-upwiththelark-johnsonmlabarberaj-1980-82382d9c,47.93880208333333,Bill Evans (The Last Waltz),up with the lark,trio,train
1176,Tommy Flanagan,jtd/flanagant-taketheatrain-bettskdurhamb-1975-739531cd,99.98958333333333,Tommy Flanagan (The Tommy Flanagan Tokyo Recital),take the a train,trio,train
1177,Bill Evans,jtd/evansb-minority-jonessjoep-1958-687403fa,118.97916666666666,Bill Evans (Everybody Digs Bill Evans),minority,trio,train
1178,Bill Evans,jtd/evansb-turnoutthestars-johnsonmlabarberaj-1980-1926f12e,116.84895833333333,Bill Evans (The Last Waltz),turn out the stars,trio,train
1179,Hank Jones,jtd/jonesh-reunion-hintonmrosengardenb-1977-9b2ec5e0,119.98958333333333,Hank Jones (The Trio),ill remember april,trio,train
1180,Ahmad Jamal,jtd/jamala-concern-nasserjfournierv-1966-af638c49,149.9296875,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),concern,trio,train
1181,Ahmad Jamal,jtd/jamala-stompinatthesavoy-crosbyifournierv-1958-dddc1bc7,98.93880208333333,Ahmad Jamal (Complete Live at the Spotlite Club 1958),stompin at the savoy,trio,train
1182,Bill Evans,jtd/evansb-34skidoo-gomezemorellm-1973-2ff369e4,109.50911458333333,Bill Evans (Live In Paris 1972 Vol 3),34 skidoo,trio,train
1183,Tommy Flanagan,jtd/flanagant-howhighthemoon-washingtonpnashl-1993-d82aef06,139.09895833333331,Tommy Flanagan (Lady Be Good  for Ella),how high the moon,trio,train
1184,Bill Evans,jtd/evansb-tttt-gomezezigmunde-1975-d607c5e4,96.71875,Bill Evans (Complete Fantasy Recordings),twelve tone tune two,trio,train
1185,Hank Jones,jtd/jonesh-lovewalkedin-duviviergjacksono-1977-e8cf141c,39.32942708333333,Hank Jones (I Remember You),love walked in,trio,train
1186,Junior Mance,jtd/mancej-fordancersonly-tanakahwilliamsj-2007-930aa8d9,268.79947916666663,Junior Mance (Live at Caf Loup),for dancers only,trio,train
1187,Bill Evans,jtd/evansb-sareenjurer-gomezezigmunde-1977-bf2602b1,99.98958333333333,Bill Evans (The Sesjun Radio Shows),sareen jurer,trio,train
1188,Oscar Peterson,jtd/petersono-gentlemanjimmy-brownrthigpene-1960-16e378b3,119.98958333333333,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),gentleman jimmy,trio,train
1189,Bill Evans,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1972-5e6c0c55,62.5,Bill Evans (Yesterday I Heard the Rain),someday my prince will come,trio,train
1190,Hank Jones,jtd/jonesh-illrememberapril-hintonmrosengardenb-1977-c11a6c68,122.5,Hank Jones (The Trio),ill remember april,trio,train
1191,Tommy Flanagan,jtd/flanagant-threeinone-lundgaardjnashl-1993-a6b29914,133.109375,Tommy Flanagan (Lets Play the Music of Thad Jones),three in one,trio,train
1192,John Hicks,jtd/hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,179.51953125,John Hicks (Some Other Time),with malice toward none,trio,train
1193,McCoy Tyner,jtd/tynerm-onceuponatime-clarkesfostera-1998-5489e3ed,89.98958333333333,McCoy Tyner (McCoy Tyner with Stanley Clarke and Al Foster),once upon a time,trio,train
1194,Stanley Cowell,jtd/cowells-roundaboutmidnight-thomascthomasw-1993-66ae7207,109.39973958333333,Stanley Cowell (Bright Passion),round midnight,trio,train
1195,Kenny Barron,jtd/barronk-howdeepistheocean-mrazgrileyb-2009-8fe86d72,138.09895833333331,Kenny Barron (Minor Blues),how deep is the ocean,trio,train
1196,Kenny Drew,jtd/drewk-inyourownsweetway-rstedntootiea-1974-64abd69b,105.95963541666666,Kenny Drew (Dark Beauty),in your own sweet way,trio,train
1197,Keith Jarrett,jtd/jarrettk-thesongisyou-peacockgdejohnettej-2001-7fe4a778,189.98958333333331,Keith Jarrett (My Foolish Heart Live at Montreux),the song is you,trio,train
1198,McCoy Tyner,jtd/tynerm-bluesback-grimeshhaynesr-1963-0c87c237,162.5,McCoy Tyner (Reaching Fourth),blues back,trio,train
1199,Oscar Peterson,jtd/brownr-howcomeyoudome-petersononashl-1994-c7118c8a,61.37890625,Oscar Peterson (Some of My Best Friends Are the Piano Players),how come you do me,trio,train
1200,Hank Jones,jtd/jonesh-relaxinwithlee-duviviergrileyb-1977-33043105,129.91927083333331,Hank Jones (Bop Redux  Groovin High),stompin at the savoy,trio,train
1201,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1977-6fe9d497,29.989583333333332,Bill Evans (The Sesjun Radio Shows),my romance,trio,train
1202,Chick Corea,jtd/coreac-nowhebeatsthedrums-vitoumhaynesr-1968-d5c76003,179.83984375,Chick Corea (Now He Sings Now He Sobs),now he beats the drums now he stops,trio,train
1203,Cedar Walton,jtd/waltonc-aroundtheworld-williamsbjonesw-2010-51691254,49.33984375,Cedar Walton (Song of Delilah  The Music of Victor Young),around the world,trio,train
1204,Thelonious Monk,jtd/monkt-introspectiontake3-mckibbonablakeya-1971-f600e250,59.98958333333333,Thelonious Monk (The Complete Black Lion and Vogue Recordings of Thelonious Monk),introspection,trio,train
1205,Ahmad Jamal,jtd/jamala-volgaboatman-crosbyiperkinsw-1960-9e695715,129.64973958333331,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),volga boatman,trio,train
1206,Oscar Peterson,jtd/petersono-letsfallinlove-jonesshayesl-1966-9f1d71fa,69.56901041666666,Oscar Peterson (Blues Etude),lets fall in love,trio,train
1207,Junior Mance,jtd/mancej-lesterleapsin-thompsondalleynea-1997-bfbe7a50,219.11979166666666,Junior Mance (Milestones),i got rhythm,trio,train
1208,John Hicks,jtd/hicksj-twelvebarsforlinton-dolphindbrooksc-2003-06ad6723,149.98958333333331,John Hicks (Fathas Day An Earl Hines Songbook),twelve bars for linton,trio,train
1209,Kenny Drew,jtd/drewk-bluesfornica-chamberspjoep-1956-651310bb,139.12890625,Kenny Drew (Kenny Drew Trio),blues for nica,trio,train
1210,Bill Evans,jtd/evansb-comerainorcomeshine-israelscbunkerl-1965-b59b9d18,29.989583333333332,Bill Evans (Trio 65),come rain or come shine,trio,train
1211,Junior Mance,jtd/mancej-jumpingtheblues-bettskwilliamsj-1995-f7727cf3,178.95963541666666,Junior Mance (The Floating Jazz Festival Trio 1995),jumping the blues,trio,train
1212,Keith Jarrett,jtd/jarrettk-goldenearrings-peacockgdejohnettej-1990-0fa86687,175.89973958333331,Keith Jarrett (The Cure),golden earrings,trio,train
1213,Tommy Flanagan,jtd/flanagant-eclypso-mrazgjonese-1976-3fdae2b4,199.98958333333331,Tommy Flanagan (Eclypso),eclypso,trio,train
1214,McCoy Tyner,jtd/tynerm-portaublues-sharpeahayesl-1987-5897f6b5,132.5,McCoy Tyner (Live at the Musicans Exchange Cafe),port au blues,trio,train
1215,Ahmad Jamal,jtd/jamala-angeleyes-crosbyifournierv-1960-707e43ef,79.68880208333333,Ahmad Jamal (Ahmad Jamal Eight Classic Albums),angel eyes,trio,train
1216,Oscar Peterson,jtd/petersono-ithappenedinmonterey-brownrthigpene-1959-53040c03,87.77994791666666,Oscar Peterson (A Jazz Portrait of Frank Sinatra),it happened in monterey,trio,train
1217,Tommy Flanagan,jtd/flanagant-cherokee-washingtonpnashl-1993-c4e45590,162.5,Tommy Flanagan (Lady Be Good  for Ella),cherokee,trio,train
1218,Kenny Barron,jtd/barronk-hushabye-mrazgrileyb-2009-c8b0af9e,142.5,Kenny Barron (Minor Blues),hushabye,trio,train
1219,Bill Evans,jtd/evansb-waltzfordebby-gomezemorellm-1973-a0501c38,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 3),waltz for debby,trio,train
1220,Junior Mance,jtd/mancej-mainstem-tuckerbthomasb-1960-60e07797,137.0,Junior Mance (The Soulful Piano of Junior Mance),main stem,trio,train
1221,McCoy Tyner,jtd/tynerm-inwalkedbud-sharpeascotta-1991-8fda0afb,178.0,McCoy Tyner (Remembering John),blue skies,trio,train
1222,Oscar Peterson,jtd/petersono-tilltomororow-brownrthigpene-1960-cd0b9f12,75.94921875,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),till tomororow,trio,train
1223,Bill Evans,jtd/evansb-emily-gomezemorellm-1968-f9fa0f9b,39.4296875,Bill Evans (Live at Art DLugoffs Top of the Gate),emily,trio,train
1224,John Hicks,jtd/hicksj-sonnymoonfortwo-drummondrmuhammadi-1990-f9e230ce,165.97916666666666,John Hicks (Is That So),sonnymoon for two,trio,train
1225,John Hicks,jtd/hicksj-sonnyscrib-dolphindbrooksc-2001-11f31642,109.98958333333333,John Hicks (Music in the Key of Clark),sonnys crib,trio,train
1226,Bill Evans,jtd/evansb-wrapyourtroublesindreams-gomezejoep-1967-3b4016de,102.5,Bill Evans (California Here I Come),wrap your troubles in dreams,trio,train
1227,Bill Evans,jtd/evansb-californiahereicome-gomezemorellm-1969-a6876f57,39.98958333333333,Bill Evans (Jazzhouse),california here i come,trio,train
1228,Bill Evans,jtd/evansb-daysofwineandroses-johnsonmlabarberaj-1980-64b904d5,106.86979166666666,Bill Evans (Consecration),days of wine roses,trio,train
1229,Oscar Peterson,jtd/petersono-tangerine-brownrthigpene-1962-be6b0367,95.00911458333333,Oscar Peterson (In Tokyo 1964),tangerine,trio,train
1230,Keith Jarrett,jtd/jarrettk-ifishouldloseyou-peacockgdejohnettej-1983-5a9ff1b2,239.15885416666666,Keith Jarrett (Setting Standards New York Sessions),if i should lose you,trio,train
1231,Ahmad Jamal,jtd/jamala-whispernot-nasserjgantf-1966-b994fb0a,82.5,Ahmad Jamal (Emerald City Nights Live At The Penthouse 19651966),whisper not,trio,train
1232,Oscar Peterson,jtd/petersono-themaidensofcadiz-brownrthigpene-1959-6715b171,149.98958333333331,Oscar Peterson (The Jazz Soul of Oscar Peterson),the maidens of cadiz,trio,train
1233,Tommy Flanagan,jtd/flanagant-smoothasthewind-carterrhaynesr-1976-34aa9f94,169.98958333333331,Tommy Flanagan (Positive Intensity),smooth as the wind,trio,train
1234,Oscar Peterson,jtd/petersono-whendidifallin-brownrthigpene-1960-d27d7e03,117.96744791666666,Oscar Peterson (Oscar Peterson plays My Fair Lady and the Music from Fiorello),when did i fall in love,trio,train
1235,McCoy Tyner,jtd/tynerm-darnthatdream-sharpeascotta-1989-6cc187a8,119.98958333333333,McCoy Tyner (Live at Sweet Basil),darn that dream,trio,train
1236,Ahmad Jamal,jtd/jamala-broadway-crosbyifournierv-1961-3adb2125,221.32942708333331,Ahmad Jamal (Ahmad Jamals Alhambra),broadway,trio,train
1237,Junior Mance,jtd/mancej-ralphsnewblues-tuckerbthomasb-1960-7dfd6f62,68.21875,Junior Mance (The Soulful Piano of Junior Mance),ralphs new blues,trio,train
1238,Thelonious Monk,jtd/monkt-trinkletinkle-mappgroachm-1952-3a8fc6d4,57.0,Thelonious Monk (The High Priest),trinkle tinkle,trio,train
1239,Bill Evans,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-20bf2e0f,79.98958333333333,Bill Evans (Consecration),like someone in love,trio,train
1240,Kenny Barron,jtd/barronk-shuffleboil-kitagawakblakej-2015-3a37bdb6,79.98958333333333,Kenny Barron (Book of Intuition),shuffle boil,trio,train
1241,Bill Evans,jtd/evansb-veryearly-gomezemorellm-1972-ba030db7,49.98958333333333,Bill Evans (Live In Paris 1972 Vol 2),very early,trio,train
1242,Bill Evans,jtd/evansb-whocaniturnto-gomezemorellm-1969-59fa2d47,36.889322916666664,Bill Evans (Youre Gonna Hear From Me),who can i turn to,trio,train
1243,Kenny Barron,jtd/barronk-minority-reidrlewisv-1991-a24db33e,227.45963541666666,Kenny Barron (The Moment),minority,trio,train
1244,Kenny Barron,jtd/barronk-youdontknowwhatlove-drummondrrileyb-1996-15956096,379.9895833333333,Kenny Barron (The Perfect Set),you dont know what love is,trio,train
1245,Bill Evans,jtd/evansb-walkinup-gomezedejohnettej-1967-61e9fe5c,36.12890625,Bill Evans (At the Montreux Jazz Festival),walkin up,trio,train
1246,Tommy Flanagan,jtd/flanagant-groovinhigh-bettsksmithj-1977-fd6e8116,179.98958333333331,Tommy Flanagan (Something Borrowed Something Blue),whispering,trio,train
1247,Hank Jones,jtd/hollandd-traneconnections-joneshhigginsb-1989-a13fb393,89.98958333333333,Hank Jones (The Oracle),trane connections,trio,train
1248,Oscar Peterson,jtd/petersono-somethingscoming-brownrthigpene-1960-1506b02a,69.98958333333333,Oscar Peterson (West Side Story  Oscar Peterson Plays Porgy  Bess),somethings coming,trio,train
1249,Tommy Flanagan,jtd/flanagant-eclypso-washingtonpnashl-1996-0ccde519,109.98958333333333,Tommy Flanagan (Sea Changes),eclypso,trio,train
1250,Keith Jarrett,jtd/jarrettk-betweenthedevilandthe-peacockgdejohnettej-2009-7e485343,237.77994791666666,Keith Jarrett (Somewhere),between the devil and the deep blue sea,trio,train
1251,Oscar Peterson,jtd/petersono-youmakemefeelso-brownrthigpene-1959-6a87b26f,46.869791666666664,Oscar Peterson (A Jazz Portrait of Frank Sinatra),you make me feel so young,trio,train
1252,Bill Evans,jtd/evansb-upwiththelark-johnsonmlabarberaj-1980-33282cd0,42.5,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),up with the lark,trio,train
1253,Oscar Peterson,jtd/petersono-theyalllaughed-brownrthigpene-1959-1e34cf57,75.98958333333333,Oscar Peterson (Oscar Peterson Plays the George Gershwin Songbook),they all laughed,trio,train
1254,Ahmad Jamal,jtd/jamala-bemylove-heardjisraely-1992-9b0cd1ef,79.68880208333333,Ahmad Jamal (Chicago Revisited),be my love,trio,train
1255,Bill Evans,jtd/evansb-yetneverbroken-johnsonmlabarberaj-1980-b66ce6de,80.75911458333333,Bill Evans (His Last Concert in Germany),yet neer broken,trio,train
1256,Ahmad Jamal,jtd/jamala-raincheck-crosbyifournierv-1959-7aad195e,139.98958333333331,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),raincheck,trio,train
1257,Thelonious Monk,jtd/monkt-monksdream-mappgblakeya-1952-0526e904,89.98958333333333,Thelonious Monk (The High Priest),monks dream,trio,train
1258,John Hicks,jtd/hicksj-bookieplease-bookerwmuhammadi-1985-27c27238,229.98958333333331,John Hicks (Inc 1),bookie please,trio,train
1259,Abdullah Ibrahim,jtd/ibrahima-boulevardeast-gertzejntshokom-1960-3159b2b5,129.20963541666666,Abdullah Ibrahim (Dollar Brand Plays Sphere Jazz  Jazz Epistle  Verse 1),boulevard east,trio,train
1260,John Hicks,jtd/hicksj-ididntknowwhattime-lundycmuhammadi-1987-7e650670,158.96875,John Hicks (Ill Give You Something to Remember Me By),i didnt know what time it was,trio,train
1261,Bill Evans,jtd/evansb-stellabystarlight-johnsonmlabarberaj-1980-55c0e760,109.98958333333333,Bill Evans (Complete Live at Ronnie Scotts 1980),stella by starlight,trio,train
1262,Tommy Flanagan,jtd/flanagant-medleystarcrossedlovers-bettskdurhamb-1978-31c782e0,159.98958333333331,Tommy Flanagan (Montreux 77),star crossed lovers,trio,train
1263,Bill Evans,jtd/evansb-midnightmood-gomezemorellm-1974-4088a0a7,59.75911458333333,Bill Evans (Complete Fantasy Recordings),midnight mood,trio,train
1264,Oscar Peterson,jtd/petersono-reunionblues-brownrthigpene-1964-4ead807f,119.75911458333333,Oscar Peterson (In Tokyo 1964),reunion blues,trio,train
1265,Oscar Peterson,jtd/petersono-birthoftheblues-brownrthigpene-1959-e5828fa7,49.98958333333333,Oscar Peterson (A Jazz Portrait of Frank Sinatra),birth of the blues,trio,train
1266,Tommy Flanagan,jtd/flanagant-relaxinatcaramillo-washingtonpnashl-1996-137f7b22,129.98958333333331,Tommy Flanagan (Sea Changes),relaxin at caramillo,trio,train
1267,Bill Evans,jtd/evansb-yetneerbroken-johnsonmlabarberaj-1980-a8708d3a,87.87890625,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),yet neer broken,trio,train
1268,Gene Harris,jtd/brownr-youaremysunshine-harrisghamiltonj-1991-f620b891,139.50911458333331,Gene Harris (3 Dimensional),you are my sunshine,trio,train
1269,Ahmad Jamal,jtd/jamala-medleyalonetogetherlove-crosbyifournierv-1960-4e21a89e,59.98958333333333,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),alone together,trio,train
1270,Bill Evans,jtd/evansb-themefrommash-johnsonmlabarberaj-1980-5e4db7eb,69.57942708333333,Bill Evans (Turn Out the Stars The Final Village Vanguard Sessions),theme from mash,trio,train
1271,Oscar Peterson,jtd/petersono-stellabystarlight-brownrhayesl-1965-971e1f22,139.609375,Oscar Peterson (Blues Etude),stella by starlight,trio,train
1272,Bill Evans,jtd/evansb-howmyheartsings-gomezemorellm-1969-4698ea14,36.87890625,Bill Evans (Jazzhouse),how my heart sings,trio,train
1273,Thelonious Monk,jtd/monkt-littlerootietootie-mappgblakeya-1952-f5491fc9,81.0,Thelonious Monk (The High Priest),i got rhythm,trio,train
1274,Ahmad Jamal,jtd/jamala-isntitromantic-crosbyifournierv-1961-790ae8a6,59.98958333333333,Ahmad Jamal (The Complete 1961 Alhambra Performances),isnt it romantic,trio,train
1275,Ahmad Jamal,jtd/jamala-weliveintwodiffirent-crosbyifournierv-1961-d2b55232,45.82942708333333,Ahmad Jamal (Ahmad Jamal at the Blackhawk),we,trio,train
1276,Ahmad Jamal,jtd/jamala-easytoremember-crosbyiperkinsw-1959-b290d5c5,80.84635416666666,Ahmad Jamal (The Complete Ahmad Jamal Trio Argo Sessions 195662),easy to remember,trio,train
1277,Cedar Walton,jtd/waltonc-thirdstreetblues-williamsdhigginsb-1985-b9d80ec6,79.98958333333333,Cedar Walton (Cedar),third street blues,trio,train
1278,Bill Evans,jtd/evansb-whocaniturnto-gomezemorellm-1972-936dc783,99.98958333333333,Bill Evans (In Buenos Aires  Vol 1),who can i turn to,trio,train
1279,Kenny Barron,jtd/barronk-thereisnogreaterlove-williamsbrileyb-1984-90d41f7e,257.9192708333333,Kenny Barron (Green Chimneys),no greater love,trio,train
1280,Oscar Peterson,jtd/petersono-thedaysofwineand-brownrthigpene-1964-1df3250e,79.98958333333333,Oscar Peterson (We Get Requests),days of wine roses,trio,train
1281,Bill Evans,jtd/evansb-howamitoknow-chamberspjoep-1958-60ac90c0,187.89973958333331,Bill Evans (Peace Piece and Other Pieces),how am i to know,trio,train
1282,Bill Evans,jtd/evansb-myromance-johnsonmlabarberaj-1980-b98b5cbc,32.5,Bill Evans (Consecration),my romance,trio,train
1283,Stanley Cowell,jtd/cowells-pianoconcertono1tribute-thomascthomasw-1993-e7cdea67,68.45963541666666,Stanley Cowell (Bright Passion),piano concerto no tribute to tatum,trio,train
1284,Cedar Walton,jtd/waltonc-ebony-carterrdejohnettej-1983-c3b015a5,59.799479166666664,Cedar Walton (Walton Carter  DeJohnette),ebony,trio,train
1285,Bill Evans,jtd/evansb-swedishpastry-israelscbunkerl-1963-36012ad1,82.5,Bill Evans (Bill Evans Trio at Shellys ManneHole Hollywood California),swedish pastry,trio,train
1286,Keith Jarrett,jtd/jarrettk-four-peacockgdejohnettej-2002-98340dc4,299.9895833333333,Keith Jarrett (My Foolish Heart Live at Montreux),four,trio,train
1287,Oscar Peterson,jtd/petersono-autumnleaves-brownrthigpene-1965-204c37f6,88.94921875,Oscar Peterson (Eloquence),autumn leaves,trio,train
1288,Thelonious Monk,jtd/monkt-reflections-mappgroachm-1952-7c6c218f,59.98958333333333,Thelonious Monk (The High Priest),reflections,trio,train
1289,Keith Jarrett,jtd/jarrettk-somedaymyprincewillcome-peacockgdejohnettej-2001-36644b74,327.5794270833333,Keith Jarrett (Up for It),someday my prince will come,trio,train
